6-monthly,Cause of injury,State or territory,Calendar year,Breakdown value,Hospitalisations,Bed days,Breakdown type,Data level
Jul-Dec,Traffic,VIC,2021,26-39,1321,5374,Age group,State/Territory
Jul-Dec,Traffic,VIC,2021,40-64,1668,8375,Age group,State/Territory
Jul-Dec,Traffic,VIC,2021,65-74,385,2651,Age group,State/Territory
Jul-Dec,Traffic,VIC,2021,75+,346,3374,Age group,State/Territory
Jul-Dec,Traffic,VIC,2021,8-16,409,1301,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,0-7,84,150,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,17-25,1180,3456,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,26-39,1278,4278,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,40-64,1757,7216,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,65-74,362,2217,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,75+,272,1864,Age group,State/Territory
Jul-Dec,Traffic,QLD,2021,8-16,387,898,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,0-7,28,85,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,17-25,348,1841,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,26-39,404,2839,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,40-64,604,3789,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,65-74,129,1262,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,75+,118,1429,Age group,State/Territory
Jul-Dec,Traffic,WA,2021,8-16,137,489,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,0-7,22,83,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,17-25,248,1049,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,26-39,290,1166,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,40-64,413,1781,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,65-74,127,839,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,75+,95,663,Age group,State/Territory
Jul-Dec,Traffic,SA,2021,8-16,100,213,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,0-7,5,50,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,17-25,100,501,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,26-39,78,206,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,40-64,100,539,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,65-74,36,266,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,75+,30,396,Age group,State/Territory
Jul-Dec,Traffic,TAS,2021,8-16,34,60,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,0-7,10,12,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,17-25,42,85,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,26-39,65,280,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,40-64,114,518,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,65-74,20,83,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,75+,15,72,Age group,State/Territory
Jul-Dec,Traffic,ACT,2021,8-16,33,53,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,0-7,12,32,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,17-25,78,304,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,26-39,100,469,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,40-64,110,898,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,65-74,23,72,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,75+,5,603,Age group,State/Territory
Jul-Dec,Traffic,NT,2021,8-16,34,75,Age group,State/Territory
Jan-Jun,Traffic,NSW,2011,Male,3366,17549,Sex,State/Territory
Jan-Jun,Traffic,NSW,2011,Female,1857,8540,Sex,State/Territory
Jan-Jun,Traffic,VIC,2011,Male,2958,11104,Sex,State/Territory
Jan-Jun,Traffic,VIC,2011,Female,1627,5595,Sex,State/Territory
Jan-Jun,Traffic,QLD,2011,Male,2082,10279,Sex,State/Territory
Jan-Jun,Traffic,QLD,2011,Female,935,3688,Sex,State/Territory
Jan-Jun,Traffic,WA,2011,Male,1128,6355,Sex,State/Territory
Jan-Jun,Traffic,WA,2011,Female,596,3029,Sex,State/Territory
Jan-Jun,Traffic,SA,2011,Male,753,4311,Sex,State/Territory
Jan-Jun,Traffic,SA,2011,Female,394,2135,Sex,State/Territory
Jan-Jun,Traffic,TAS,2011,Male,174,928,Sex,State/Territory
Jan-Jun,Traffic,TAS,2011,Female,73,432,Sex,State/Territory
Jan-Jun,Traffic,ACT,2011,Male,195,1064,Sex,State/Territory
Jan-Jun,Traffic,ACT,2011,Female,88,398,Sex,State/Territory
Jan-Jun,Traffic,NT,2011,Male,155,1339,Sex,State/Territory
Jan-Jun,Traffic,NT,2011,Female,58,473,Sex,State/Territory
Jul-Dec,Traffic,NSW,2011,Male,3523,16169,Sex,State/Territory
Jul-Dec,Traffic,NSW,2011,Female,1872,8086,Sex,State/Territory
Jul-Dec,Traffic,VIC,2011,Male,2971,10978,Sex,State/Territory
Jul-Dec,Traffic,VIC,2011,Female,1770,6247,Sex,State/Territory
Jul-Dec,Traffic,QLD,2011,Male,2292,10666,Sex,State/Territory
Jul-Dec,Traffic,QLD,2011,Female,1013,3900,Sex,State/Territory
Jul-Dec,Traffic,WA,2011,Male,1159,6378,Sex,State/Territory
Jul-Dec,Traffic,WA,2011,Female,559,2723,Sex,State/Territory
Jul-Dec,Traffic,SA,2011,Male,772,3678,Sex,State/Territory
Jul-Dec,Traffic,SA,2011,Female,440,1908,Sex,State/Territory
Jul-Dec,Traffic,TAS,2011,Male,160,1117,Sex,State/Territory
Jul-Dec,Traffic,TAS,2011,Female,86,629,Sex,State/Territory
Jul-Dec,Traffic,ACT,2011,Male,184,836,Sex,State/Territory
Jul-Dec,Traffic,ACT,2011,Female,70,278,Sex,State/Territory
Jul-Dec,Traffic,NT,2011,Male,180,917,Sex,State/Territory
Jul-Dec,Traffic,NT,2011,Female,63,281,Sex,State/Territory
Jan-Jun,Traffic,NSW,2012,Male,3600,15750,Sex,State/Territory
Jan-Jun,Traffic,NSW,2012,Female,1830,7935,Sex,State/Territory
Jan-Jun,Traffic,VIC,2012,Male,2917,10005,Sex,State/Territory
Jan-Jun,Traffic,VIC,2012,Female,1752,6002,Sex,State/Territory
Jan-Jun,Traffic,QLD,2012,Male,2147,10098,Sex,State/Territory
Jan-Jun,Traffic,QLD,2012,Female,1019,4218,Sex,State/Territory
Jan-Jun,Traffic,WA,2012,Male,1158,6295,Sex,State/Territory
Jan-Jun,Traffic,WA,2012,Female,534,2525,Sex,State/Territory
Jan-Jun,Traffic,SA,2012,Male,728,4050,Sex,State/Territory
Jan-Jun,Traffic,SA,2012,Female,379,2047,Sex,State/Territory
Jan-Jun,Traffic,TAS,2012,Male,187,1169,Sex,State/Territory
Jan-Jun,Traffic,TAS,2012,Female,84,529,Sex,State/Territory
Jan-Jun,Traffic,ACT,2012,Male,201,748,Sex,State/Territory
Jan-Jun,Traffic,ACT,2012,Female,112,533,Sex,State/Territory
Jan-Jun,Traffic,NT,2012,Male,159,919,Sex,State/Territory
Jan-Jun,Traffic,NT,2012,Female,56,377,Sex,State/Territory
Jul-Dec,Traffic,NSW,2012,Male,3723,17399,Sex,State/Territory
Jul-Dec,Traffic,NSW,2012,Female,1968,8874,Sex,State/Territory
Jul-Dec,Traffic,VIC,2012,Male,2181,8950,Sex,State/Territory
Jul-Dec,Traffic,VIC,2012,Female,1248,5288,Sex,State/Territory
Jul-Dec,Traffic,QLD,2012,Male,2549,11150,Sex,State/Territory
Jul-Dec,Traffic,QLD,2012,Female,1098,4948,Sex,State/Territory
Jul-Dec,Traffic,WA,2012,Male,1221,6722,Sex,State/Territory
Jul-Dec,Traffic,WA,2012,Female,580,2357,Sex,State/Territory
Jul-Dec,Traffic,SA,2012,Male,781,4276,Sex,State/Territory
Jul-Dec,Traffic,SA,2012,Female,423,2060,Sex,State/Territory
Jul-Dec,Traffic,TAS,2012,Male,182,731,Sex,State/Territory
Jul-Dec,Traffic,TAS,2012,Female,83,419,Sex,State/Territory
Jul-Dec,Traffic,ACT,2012,Male,188,641,Sex,State/Territory
Jul-Dec,Traffic,ACT,2012,Female,100,344,Sex,State/Territory
Jul-Dec,Traffic,NT,2012,Male,183,1136,Sex,State/Territory
Jul-Dec,Traffic,NT,2012,Female,98,523,Sex,State/Territory
Jan-Jun,Traffic,NSW,2013,Male,3501,15534,Sex,State/Territory
Jan-Jun,Traffic,NSW,2013,Female,1966,7348,Sex,State/Territory
Jan-Jun,Traffic,VIC,2013,Male,2513,10292,Sex,State/Territory
Jan-Jun,Traffic,VIC,2013,Female,1385,5024,Sex,State/Territory
Jan-Jun,Traffic,QLD,2013,Male,2452,10236,Sex,State/Territory
Jan-Jun,Traffic,QLD,2013,Female,1267,3855,Sex,State/Territory
Jan-Jun,Traffic,WA,2013,Male,1273,6297,Sex,State/Territory
Jan-Jun,Traffic,WA,2013,Female,529,2180,Sex,State/Territory
Jan-Jun,Traffic,SA,2013,Male,716,3726,Sex,State/Territory
Jan-Jun,Traffic,SA,2013,Female,347,1985,Sex,State/Territory
Jan-Jun,Traffic,TAS,2013,Male,195,922,Sex,State/Territory
Jan-Jun,Traffic,TAS,2013,Female,83,462,Sex,State/Territory
Jan-Jun,Traffic,ACT,2013,Male,195,1031,Sex,State/Territory
Jan-Jun,Traffic,ACT,2013,Female,113,490,Sex,State/Territory
Jan-Jun,Traffic,NT,2013,Male,189,1123,Sex,State/Territory
Jan-Jun,Traffic,NT,2013,Female,69,571,Sex,State/Territory
Jul-Dec,Traffic,NSW,2013,Male,3930,16646,Sex,State/Territory
Jul-Dec,Traffic,NSW,2013,Female,2022,7507,Sex,State/Territory
Jul-Dec,Traffic,VIC,2013,Male,2468,9085,Sex,State/Territory
Jul-Dec,Traffic,VIC,2013,Female,1418,4665,Sex,State/Territory
Jul-Dec,Traffic,QLD,2013,Male,2752,10544,Sex,State/Territory
Jul-Dec,Traffic,QLD,2013,Female,1350,4384,Sex,State/Territory
Jul-Dec,Traffic,WA,2013,Male,1109,6061,Sex,State/Territory
Jul-Dec,Traffic,WA,2013,Female,564,2688,Sex,State/Territory
Jul-Dec,Traffic,SA,2013,Male,756,3975,Sex,State/Territory
Jul-Dec,Traffic,SA,2013,Female,402,1885,Sex,State/Territory
Jul-Dec,Traffic,TAS,2013,Male,191,866,Sex,State/Territory
Jul-Dec,Traffic,TAS,2013,Female,101,641,Sex,State/Territory
Jul-Dec,Traffic,ACT,2013,Male,171,642,Sex,State/Territory
Jul-Dec,Traffic,ACT,2013,Female,94,354,Sex,State/Territory
Jul-Dec,Traffic,NT,2013,Male,209,1460,Sex,State/Territory
Jul-Dec,Traffic,NT,2013,Female,94,507,Sex,State/Territory
Jan-Jun,Traffic,NSW,2014,Male,3657,14862,Sex,State/Territory
Jan-Jun,Traffic,NSW,2014,Female,1965,8437,Sex,State/Territory
Jan-Jun,Traffic,VIC,2014,Male,2700,10185,Sex,State/Territory
Jan-Jun,Traffic,VIC,2014,Female,1537,5093,Sex,State/Territory
Jan-Jun,Traffic,QLD,2014,Male,2471,9924,Sex,State/Territory
Jan-Jun,Traffic,QLD,2014,Female,1272,4093,Sex,State/Territory
Jan-Jun,Traffic,WA,2014,Male,1094,5810,Sex,State/Territory
Jan-Jun,Traffic,WA,2014,Female,515,2235,Sex,State/Territory
Jan-Jun,Traffic,SA,2014,Male,837,3719,Sex,State/Territory
Jan-Jun,Traffic,SA,2014,Female,388,1661,Sex,State/Territory
Jan-Jun,Traffic,TAS,2014,Male,221,970,Sex,State/Territory
Jan-Jun,Traffic,TAS,2014,Female,112,567,Sex,State/Territory
Jan-Jun,Traffic,ACT,2014,Male,175,661,Sex,State/Territory
Jan-Jun,Traffic,ACT,2014,Female,103,359,Sex,State/Territory
Jan-Jun,Traffic,NT,2014,Male,206,1182,Sex,State/Territory
Jan-Jun,Traffic,NT,2014,Female,83,330,Sex,State/Territory
Jul-Dec,Traffic,NSW,2014,Male,3693,14815,Sex,State/Territory
Jul-Dec,Traffic,NSW,2014,Female,1998,7926,Sex,State/Territory
Jul-Dec,Traffic,VIC,2014,Male,2707,8889,Sex,State/Territory
Jul-Dec,Traffic,VIC,2014,Female,1579,4858,Sex,State/Territory
Jul-Dec,Traffic,QLD,2014,Male,2655,10512,Sex,State/Territory
Jul-Dec,Traffic,QLD,2014,Female,1327,4487,Sex,State/Territory
Jul-Dec,Traffic,WA,2014,Male,1063,6160,Sex,State/Territory
Jul-Dec,Traffic,WA,2014,Female,482,2384,Sex,State/Territory
Jul-Dec,Traffic,SA,2014,Male,788,4115,Sex,State/Territory
Jul-Dec,Traffic,SA,2014,Female,368,1701,Sex,State/Territory
Jul-Dec,Traffic,TAS,2014,Male,220,907,Sex,State/Territory
Jul-Dec,Traffic,TAS,2014,Female,93,425,Sex,State/Territory
Jul-Dec,Traffic,ACT,2014,Male,171,711,Sex,State/Territory
Jul-Dec,Traffic,ACT,2014,Female,93,295,Sex,State/Territory
Jul-Dec,Traffic,NT,2014,Male,195,959,Sex,State/Territory
Jul-Dec,Traffic,NT,2014,Female,91,496,Sex,State/Territory
Jan-Jun,Traffic,NSW,2015,Male,3655,14180,Sex,State/Territory
Jan-Jun,Traffic,NSW,2015,Female,1966,7411,Sex,State/Territory
Jan-Jun,Traffic,VIC,2015,Male,2851,10035,Sex,State/Territory
Jan-Jun,Traffic,VIC,2015,Female,1681,4880,Sex,State/Territory
Jan-Jun,Traffic,QLD,2015,Male,2653,9321,Sex,State/Territory
Jan-Jun,Traffic,QLD,2015,Female,1429,4188,Sex,State/Territory
Jan-Jun,Traffic,WA,2015,Male,1047,6005,Sex,State/Territory
Jan-Jun,Traffic,WA,2015,Female,539,2438,Sex,State/Territory
Jan-Jun,Traffic,SA,2015,Male,760,3665,Sex,State/Territory
Jan-Jun,Traffic,SA,2015,Female,420,1567,Sex,State/Territory
Jan-Jun,Traffic,TAS,2015,Male,240,1083,Sex,State/Territory
Jan-Jun,Traffic,TAS,2015,Female,105,620,Sex,State/Territory
Jan-Jun,Traffic,ACT,2015,Male,242,850,Sex,State/Territory
Jan-Jun,Traffic,ACT,2015,Female,94,451,Sex,State/Territory
Jan-Jun,Traffic,NT,2015,Male,210,960,Sex,State/Territory
Jan-Jun,Traffic,NT,2015,Female,113,441,Sex,State/Territory
Jul-Dec,Traffic,NSW,2015,Male,3543,22008,Sex,State/Territory
Jul-Dec,Traffic,NSW,2015,Female,1920,10732,Sex,State/Territory
Jul-Dec,Traffic,VIC,2015,Male,2895,21473,Sex,State/Territory
Jul-Dec,Traffic,VIC,2015,Female,1771,13684,Sex,State/Territory
Jul-Dec,Traffic,QLD,2015,Male,2790,14077,Sex,State/Territory
Jul-Dec,Traffic,QLD,2015,Female,1434,6684,Sex,State/Territory
Jul-Dec,Traffic,WA,2015,Male,1049,6490,Sex,State/Territory
Jul-Dec,Traffic,WA,2015,Female,547,3511,Sex,State/Territory
Jul-Dec,Traffic,SA,2015,Male,847,3767,Sex,State/Territory
Jul-Dec,Traffic,SA,2015,Female,440,2168,Sex,State/Territory
Jul-Dec,Traffic,TAS,2015,Male,221,1122,Sex,State/Territory
Jul-Dec,Traffic,TAS,2015,Female,111,618,Sex,State/Territory
Jul-Dec,Traffic,ACT,2015,Male,236,985,Sex,State/Territory
Jul-Dec,Traffic,ACT,2015,Female,128,610,Sex,State/Territory
Jul-Dec,Traffic,NT,2015,Male,239,1243,Sex,State/Territory
Jul-Dec,Traffic,NT,2015,Female,129,817,Sex,State/Territory
Jan-Jun,Traffic,NSW,2016,Male,3751,22226,Sex,State/Territory
Jan-Jun,Traffic,NSW,2016,Female,2025,8087,Sex,State/Territory
Jan-Jun,Traffic,VIC,2016,Male,3249,20384,Sex,State/Territory
Jan-Jun,Traffic,VIC,2016,Female,1951,12566,Sex,State/Territory
Jan-Jun,Traffic,QLD,2016,Male,2716,12999,Sex,State/Territory
Jan-Jun,Traffic,QLD,2016,Female,1552,6275,Sex,State/Territory
Jan-Jun,Traffic,WA,2016,Male,1017,7541,Sex,State/Territory
Jan-Jun,Traffic,WA,2016,Female,491,3223,Sex,State/Territory
Jan-Jun,Traffic,SA,2016,Male,877,4668,Sex,State/Territory
Jan-Jun,Traffic,SA,2016,Female,493,2495,Sex,State/Territory
Jan-Jun,Traffic,TAS,2016,Male,220,1316,Sex,State/Territory
Jan-Jun,Traffic,TAS,2016,Female,110,591,Sex,State/Territory
Jan-Jun,Traffic,ACT,2016,Male,229,964,Sex,State/Territory
Jan-Jun,Traffic,ACT,2016,Female,106,458,Sex,State/Territory
Jan-Jun,Traffic,NT,2016,Male,213,964,Sex,State/Territory
Jan-Jun,Traffic,NT,2016,Female,98,537,Sex,State/Territory
Jul-Dec,Traffic,NSW,2016,Male,3666,19810,Sex,State/Territory
Jul-Dec,Traffic,NSW,2016,Female,2032,10226,Sex,State/Territory
Jul-Dec,Traffic,VIC,2016,Male,3157,21639,Sex,State/Territory
Jul-Dec,Traffic,VIC,2016,Female,2003,13189,Sex,State/Territory
Jul-Dec,Traffic,QLD,2016,Male,2887,14015,Sex,State/Territory
Jul-Dec,Traffic,QLD,2016,Female,1547,6528,Sex,State/Territory
Jul-Dec,Traffic,WA,2016,Male,1048,7477,Sex,State/Territory
Jul-Dec,Traffic,WA,2016,Female,475,3661,Sex,State/Territory
Jul-Dec,Traffic,SA,2016,Male,858,4055,Sex,State/Territory
Jul-Dec,Traffic,SA,2016,Female,426,1977,Sex,State/Territory
Jul-Dec,Traffic,TAS,2016,Male,215,1320,Sex,State/Territory
Jul-Dec,Traffic,TAS,2016,Female,112,737,Sex,State/Territory
Jul-Dec,Traffic,ACT,2016,Male,220,890,Sex,State/Territory
Jul-Dec,Traffic,ACT,2016,Female,99,360,Sex,State/Territory
Jul-Dec,Traffic,NT,2016,Male,263,1497,Sex,State/Territory
Jul-Dec,Traffic,NT,2016,Female,135,795,Sex,State/Territory
Jan-Jun,Traffic,NSW,2017,Male,3582,17979,Sex,State/Territory
Jan-Jun,Traffic,NSW,2017,Female,2018,10378,Sex,State/Territory
Jan-Jun,Traffic,VIC,2017,Male,3421,20802,Sex,State/Territory
Jan-Jun,Traffic,VIC,2017,Female,2027,12117,Sex,State/Territory
Jan-Jun,Traffic,QLD,2017,Male,2883,13845,Sex,State/Territory
Jan-Jun,Traffic,QLD,2017,Female,1537,5897,Sex,State/Territory
Jan-Jun,Traffic,WA,2017,Male,1089,7183,Sex,State/Territory
Jan-Jun,Traffic,WA,2017,Female,527,2970,Sex,State/Territory
Jan-Jun,Traffic,SA,2017,Male,848,4804,Sex,State/Territory
Jan-Jun,Traffic,SA,2017,Female,465,2122,Sex,State/Territory
Jan-Jun,Traffic,TAS,2017,Male,223,1236,Sex,State/Territory
Jan-Jun,Traffic,TAS,2017,Female,115,734,Sex,State/Territory
Jan-Jun,Traffic,ACT,2017,Male,204,656,Sex,State/Territory
Jan-Jun,Traffic,ACT,2017,Female,133,518,Sex,State/Territory
Jan-Jun,Traffic,NT,2017,Male,207,1232,Sex,State/Territory
Jan-Jun,Traffic,NT,2017,Female,89,435,Sex,State/Territory
Jul-Dec,Traffic,NSW,2017,Male,3567,20478,Sex,State/Territory
Jul-Dec,Traffic,NSW,2017,Female,1849,10679,Sex,State/Territory
Jul-Dec,Traffic,VIC,2017,Male,3256,20818,Sex,State/Territory
Jul-Dec,Traffic,VIC,2017,Female,2090,10317,Sex,State/Territory
Jul-Dec,Traffic,QLD,2017,Male,3050,13995,Sex,State/Territory
Jul-Dec,Traffic,QLD,2017,Female,1664,6127,Sex,State/Territory
Jul-Dec,Traffic,WA,2017,Male,1071,6197,Sex,State/Territory
Jul-Dec,Traffic,WA,2017,Female,508,2810,Sex,State/Territory
Jul-Dec,Traffic,SA,2017,Male,717,4398,Sex,State/Territory
Jul-Dec,Traffic,SA,2017,Female,364,2455,Sex,State/Territory
Jul-Dec,Traffic,TAS,2017,Male,215,1385,Sex,State/Territory
Jul-Dec,Traffic,TAS,2017,Female,106,955,Sex,State/Territory
Jul-Dec,Traffic,ACT,2017,Male,183,1014,Sex,State/Territory
Jul-Dec,Traffic,ACT,2017,Female,112,421,Sex,State/Territory
Jul-Dec,Traffic,NT,2017,Male,261,1438,Sex,State/Territory
Jul-Dec,Traffic,NT,2017,Female,146,892,Sex,State/Territory
Jan-Jun,Traffic,NSW,2018,Male,3204,18298,Sex,State/Territory
Jan-Jun,Traffic,NSW,2018,Female,1713,9350,Sex,State/Territory
Jan-Jun,Traffic,VIC,2018,Male,3685,20114,Sex,State/Territory
Jan-Jun,Traffic,VIC,2018,Female,2216,12217,Sex,State/Territory
Jan-Jun,Traffic,QLD,2018,Male,2970,13953,Sex,State/Territory
Jan-Jun,Traffic,QLD,2018,Female,1577,5922,Sex,State/Territory
Jan-Jun,Traffic,WA,2018,Male,1073,5294,Sex,State/Territory
Jan-Jun,Traffic,WA,2018,Female,566,2633,Sex,State/Territory
Jan-Jun,Traffic,SA,2018,Male,793,4950,Sex,State/Territory
Jan-Jun,Traffic,SA,2018,Female,423,1537,Sex,State/Territory
Jan-Jun,Traffic,TAS,2018,Male,229,1177,Sex,State/Territory
Jan-Jun,Traffic,TAS,2018,Female,143,674,Sex,State/Territory
Jan-Jun,Traffic,ACT,2018,Male,250,785,Sex,State/Territory
Jan-Jun,Traffic,ACT,2018,Female,118,460,Sex,State/Territory
Jan-Jun,Traffic,NT,2018,Male,241,1417,Sex,State/Territory
Jan-Jun,Traffic,NT,2018,Female,171,765,Sex,State/Territory
Jul-Dec,Traffic,NSW,2018,Male,3247,21415,Sex,State/Territory
Jul-Dec,Traffic,NSW,2018,Female,1630,10461,Sex,State/Territory
Jul-Dec,Traffic,VIC,2018,Male,3404,19925,Sex,State/Territory
Jul-Dec,Traffic,VIC,2018,Female,2147,11587,Sex,State/Territory
Jul-Dec,Traffic,QLD,2018,Male,3078,12792,Sex,State/Territory
Jul-Dec,Traffic,QLD,2018,Female,1756,6172,Sex,State/Territory
Jul-Dec,Traffic,WA,2018,Male,1066,4488,Sex,State/Territory
Jul-Dec,Traffic,WA,2018,Female,569,2665,Sex,State/Territory
Jul-Dec,Traffic,SA,2018,Male,829,4176,Sex,State/Territory
Jul-Dec,Traffic,SA,2018,Female,444,1995,Sex,State/Territory
Jul-Dec,Traffic,TAS,2018,Male,255,1751,Sex,State/Territory
Jul-Dec,Traffic,TAS,2018,Female,153,1073,Sex,State/Territory
Jul-Dec,Traffic,ACT,2018,Male,232,1256,Sex,State/Territory
Jul-Dec,Traffic,ACT,2018,Female,112,483,Sex,State/Territory
Jul-Dec,Traffic,NT,2018,Male,269,1686,Sex,State/Territory
Jul-Dec,Traffic,NT,2018,Female,151,1410,Sex,State/Territory
Jan-Jun,Traffic,NSW,2019,Male,3254,22073,Sex,State/Territory
Jan-Jun,Traffic,NSW,2019,Female,1735,9996,Sex,State/Territory
Jan-Jun,Traffic,VIC,2019,Male,3616,20509,Sex,State/Territory
Jan-Jun,Traffic,VIC,2019,Female,2286,10159,Sex,State/Territory
Jan-Jun,Traffic,QLD,2019,Male,2903,13563,Sex,State/Territory
Jan-Jun,Traffic,QLD,2019,Female,1740,5599,Sex,State/Territory
Jan-Jun,Traffic,WA,2019,Male,1123,5966,Sex,State/Territory
Jan-Jun,Traffic,WA,2019,Female,556,2536,Sex,State/Territory
Jan-Jun,Traffic,SA,2019,Male,847,3463,Sex,State/Territory
Jan-Jun,Traffic,SA,2019,Female,374,1759,Sex,State/Territory
Jan-Jun,Traffic,TAS,2019,Male,248,1516,Sex,State/Territory
Jan-Jun,Traffic,TAS,2019,Female,140,1065,Sex,State/Territory
Jan-Jun,Traffic,ACT,2019,Male,230,969,Sex,State/Territory
Jan-Jun,Traffic,ACT,2019,Female,132,402,Sex,State/Territory
Jan-Jun,Traffic,NT,2019,Male,208,1377,Sex,State/Territory
Jan-Jun,Traffic,NT,2019,Female,112,353,Sex,State/Territory
Jul-Dec,Traffic,NSW,2019,Male,3225,20796,Sex,State/Territory
Jul-Dec,Traffic,NSW,2019,Female,1728,10133,Sex,State/Territory
Jul-Dec,Traffic,VIC,2019,Male,3316,19264,Sex,State/Territory
Jul-Dec,Traffic,VIC,2019,Female,2173,11076,Sex,State/Territory
Jul-Dec,Traffic,QLD,2019,Male,3149,14396,Sex,State/Territory
Jul-Dec,Traffic,QLD,2019,Female,1723,6631,Sex,State/Territory
Jul-Dec,Traffic,WA,2019,Male,1224,6308,Sex,State/Territory
Jul-Dec,Traffic,WA,2019,Female,631,3012,Sex,State/Territory
Jul-Dec,Traffic,SA,2019,Male,802,3856,Sex,State/Territory
Jul-Dec,Traffic,SA,2019,Female,434,1725,Sex,State/Territory
Jul-Dec,Traffic,TAS,2019,Male,209,929,Sex,State/Territory
Jul-Dec,Traffic,TAS,2019,Female,111,570,Sex,State/Territory
Jul-Dec,Traffic,ACT,2019,Male,201,1139,Sex,State/Territory
Jul-Dec,Traffic,ACT,2019,Female,102,294,Sex,State/Territory
Jul-Dec,Traffic,NT,2019,Male,218,1434,Sex,State/Territory
Jul-Dec,Traffic,NT,2019,Female,118,645,Sex,State/Territory
Jan-Jun,Traffic,NSW,2020,Male,2884,17934,Sex,State/Territory
Jan-Jun,Traffic,NSW,2020,Female,1307,7972,Sex,State/Territory
Jan-Jun,Traffic,VIC,2020,Male,3191,17426,Sex,State/Territory
Jan-Jun,Traffic,VIC,2020,Female,1839,9588,Sex,State/Territory
Jan-Jun,Traffic,QLD,2020,Male,2808,11976,Sex,State/Territory
Jan-Jun,Traffic,QLD,2020,Female,1479,5492,Sex,State/Territory
Jan-Jun,Traffic,WA,2020,Male,1163,6616,Sex,State/Territory
Jan-Jun,Traffic,WA,2020,Female,541,2525,Sex,State/Territory
Jan-Jun,Traffic,SA,2020,Male,802,4569,Sex,State/Territory
Jan-Jun,Traffic,SA,2020,Female,369,1527,Sex,State/Territory
