6-monthly,Cause of injury,State or territory,Calendar year,Breakdown value,Hospitalisations,Bed days,Breakdown type,Data level
Jul-Dec,Traffic,VIC,2017,Bus occupant,43,230,Road user,State/Territory
Jul-Dec,Traffic,VIC,2017,Other or unknown,63,546,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,"Car driver, passenger or unknown position",2413,9075,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Motorcyclist,1113,5772,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Pedal cyclist,783,1947,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Pedestrian,214,1943,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,"Heavy transport driver, passenger or unknown position",73,700,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Pick-up truck or van occupant,30,105,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Bus occupant,14,70,Road user,State/Territory
Jul-Dec,Traffic,QLD,2017,Other or unknown,74,510,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,"Car driver, passenger or unknown position",676,4474,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Motorcyclist,419,2343,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Pedal cyclist,305,851,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Pedestrian,98,1019,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,"Heavy transport driver, passenger or unknown position",17,64,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Pick-up truck or van occupant,15,94,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Bus occupant,7,14,Road user,State/Territory
Jul-Dec,Traffic,WA,2017,Other or unknown,42,148,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,"Car driver, passenger or unknown position",533,3533,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Motorcyclist,236,1640,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Pedal cyclist,197,540,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Pedestrian,63,768,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,"Heavy transport driver, passenger or unknown position",17,67,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Pick-up truck or van occupant,5,59,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Bus occupant,5,14,Road user,State/Territory
Jul-Dec,Traffic,SA,2017,Other or unknown,25,232,Road user,State/Territory
Jul-Dec,Traffic,TAS,2017,"Car driver, passenger or unknown position",157,854,Road user,State/Territory
Jul-Dec,Traffic,TAS,2017,Motorcyclist,71,489,Road user,State/Territory
Jul-Dec,Traffic,TAS,2017,Pedal cyclist,53,448,Road user,State/Territory
Jul-Dec,Traffic,TAS,2017,Pedestrian,21,244,Road user,State/Territory
Jul-Dec,Traffic,TAS,2017,"Heavy transport driver, passenger or unknown position",5,53,Road user,State/Territory
Jul-Dec,Traffic,ACT,2017,"Car driver, passenger or unknown position",138,701,Road user,State/Territory
Jul-Dec,Traffic,ACT,2017,Motorcyclist,55,246,Road user,State/Territory
Jul-Dec,Traffic,ACT,2017,Pedal cyclist,76,246,Road user,State/Territory
Jul-Dec,Traffic,ACT,2017,Pedestrian,17,205,Road user,State/Territory
Jul-Dec,Traffic,NT,2017,"Car driver, passenger or unknown position",228,1167,Road user,State/Territory
Jul-Dec,Traffic,NT,2017,Motorcyclist,86,604,Road user,State/Territory
Jul-Dec,Traffic,NT,2017,Pedal cyclist,37,76,Road user,State/Territory
Jul-Dec,Traffic,NT,2017,Pedestrian,37,393,Road user,State/Territory
Jul-Dec,Traffic,NT,2017,Other or unknown,9,60,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,"Car driver, passenger or unknown position",2220,12273,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Motorcyclist,1187,7308,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Pedal cyclist,864,2928,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Pedestrian,415,3993,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,"Heavy transport driver, passenger or unknown position",73,312,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Pick-up truck or van occupant,42,110,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Bus occupant,39,173,Road user,State/Territory
Jan-Jun,Traffic,NSW,2018,Other or unknown,77,551,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,"Car driver, passenger or unknown position",3003,15055,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Motorcyclist,1007,8174,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Pedal cyclist,1197,3510,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Pedestrian,445,4059,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,"Heavy transport driver, passenger or unknown position",86,320,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Pick-up truck or van occupant,43,259,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Bus occupant,38,360,Road user,State/Territory
Jan-Jun,Traffic,VIC,2018,Other or unknown,82,594,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,"Car driver, passenger or unknown position",2289,9123,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Motorcyclist,1134,5911,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Pedal cyclist,713,2051,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Pedestrian,215,1618,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,"Heavy transport driver, passenger or unknown position",73,452,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Pick-up truck or van occupant,40,308,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Bus occupant,16,34,Road user,State/Territory
Jan-Jun,Traffic,QLD,2018,Other or unknown,67,378,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,"Car driver, passenger or unknown position",710,3747,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Motorcyclist,427,2469,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Pedal cyclist,343,841,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Pedestrian,89,584,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,"Heavy transport driver, passenger or unknown position",20,78,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Pick-up truck or van occupant,10,36,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Bus occupant,6,18,Road user,State/Territory
Jan-Jun,Traffic,WA,2018,Other or unknown,34,154,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,"Car driver, passenger or unknown position",575,2910,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,Motorcyclist,256,1769,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,Pedal cyclist,266,952,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,Pedestrian,73,638,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,"Heavy transport driver, passenger or unknown position",14,75,Road user,State/Territory
Jan-Jun,Traffic,SA,2018,Other or unknown,24,96,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,"Car driver, passenger or unknown position",196,928,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,Motorcyclist,83,443,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,Pedal cyclist,57,234,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,Pedestrian,20,125,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,Pick-up truck or van occupant,5,62,Road user,State/Territory
Jan-Jun,Traffic,TAS,2018,Other or unknown,6,14,Road user,State/Territory
Jan-Jun,Traffic,ACT,2018,"Car driver, passenger or unknown position",160,584,Road user,State/Territory
Jan-Jun,Traffic,ACT,2018,Motorcyclist,87,373,Road user,State/Territory
Jan-Jun,Traffic,ACT,2018,Pedal cyclist,104,195,Road user,State/Territory
Jan-Jun,Traffic,ACT,2018,Pedestrian,9,76,Road user,State/Territory
Jan-Jun,Traffic,NT,2018,"Car driver, passenger or unknown position",246,1244,Road user,State/Territory
Jan-Jun,Traffic,NT,2018,Motorcyclist,77,504,Road user,State/Territory
Jan-Jun,Traffic,NT,2018,Pedal cyclist,35,72,Road user,State/Territory
Jan-Jun,Traffic,NT,2018,Pedestrian,36,260,Road user,State/Territory
Jan-Jun,Traffic,NT,2018,Pick-up truck or van occupant,7,9,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,"Car driver, passenger or unknown position",2249,13747,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Motorcyclist,1160,7633,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Pedal cyclist,817,2837,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Pedestrian,408,5323,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,"Heavy transport driver, passenger or unknown position",78,1164,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Pick-up truck or van occupant,26,92,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Bus occupant,53,349,Road user,State/Territory
Jul-Dec,Traffic,NSW,2018,Other or unknown,86,731,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,"Car driver, passenger or unknown position",3096,16349,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Motorcyclist,937,6187,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Pedal cyclist,947,2669,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Pedestrian,385,4749,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,"Heavy transport driver, passenger or unknown position",57,313,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Pick-up truck or van occupant,27,209,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Bus occupant,35,182,Road user,State/Territory
Jul-Dec,Traffic,VIC,2018,Other or unknown,68,855,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,"Car driver, passenger or unknown position",2534,9493,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Motorcyclist,1186,4869,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Pedal cyclist,695,1994,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Pedestrian,215,1490,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,"Heavy transport driver, passenger or unknown position",90,485,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Pick-up truck or van occupant,29,260,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Bus occupant,21,61,Road user,State/Territory
Jul-Dec,Traffic,QLD,2018,Other or unknown,64,312,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,"Car driver, passenger or unknown position",775,3240,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Motorcyclist,361,1686,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Pedal cyclist,322,837,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Pedestrian,100,1004,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,"Heavy transport driver, passenger or unknown position",26,79,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Pick-up truck or van occupant,19,82,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Bus occupant,6,81,Road user,State/Territory
Jul-Dec,Traffic,WA,2018,Other or unknown,26,144,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,"Car driver, passenger or unknown position",615,2850,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Motorcyclist,303,1391,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Pedal cyclist,230,764,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Pedestrian,75,650,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,"Heavy transport driver, passenger or unknown position",6,120,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Pick-up truck or van occupant,8,204,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Bus occupant,9,86,Road user,State/Territory
Jul-Dec,Traffic,SA,2018,Other or unknown,27,106,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,"Car driver, passenger or unknown position",208,1330,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,Motorcyclist,88,493,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,Pedal cyclist,52,106,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,Pedestrian,39,640,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,"Heavy transport driver, passenger or unknown position",8,82,Road user,State/Territory
Jul-Dec,Traffic,TAS,2018,Other or unknown,9,101,Road user,State/Territory
Jul-Dec,Traffic,ACT,2018,"Car driver, passenger or unknown position",127,626,Road user,State/Territory
Jul-Dec,Traffic,ACT,2018,Motorcyclist,74,650,Road user,State/Territory
Jul-Dec,Traffic,ACT,2018,Pedal cyclist,113,204,Road user,State/Territory
Jul-Dec,Traffic,ACT,2018,Pedestrian,15,152,Road user,State/Territory
Jul-Dec,Traffic,ACT,2018,Other or unknown,9,41,Road user,State/Territory
Jul-Dec,Traffic,NT,2018,"Car driver, passenger or unknown position",242,1829,Road user,State/Territory
Jul-Dec,Traffic,NT,2018,Motorcyclist,92,524,Road user,State/Territory
Jul-Dec,Traffic,NT,2018,Pedal cyclist,36,172,Road user,State/Territory
Jul-Dec,Traffic,NT,2018,Pedestrian,37,324,Road user,State/Territory
Jul-Dec,Traffic,NT,2018,Other or unknown,7,189,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,"Car driver, passenger or unknown position",2181,13591,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Motorcyclist,1265,8203,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Pedal cyclist,886,3150,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Pedestrian,439,5220,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,"Heavy transport driver, passenger or unknown position",68,928,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Pick-up truck or van occupant,23,114,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Bus occupant,49,170,Road user,State/Territory
Jan-Jun,Traffic,NSW,2019,Other or unknown,78,693,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,"Car driver, passenger or unknown position",3048,14568,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Motorcyclist,1049,7269,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Pedal cyclist,1205,3751,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Pedestrian,392,3849,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,"Heavy transport driver, passenger or unknown position",59,523,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Pick-up truck or van occupant,33,221,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Bus occupant,33,63,Road user,State/Territory
Jan-Jun,Traffic,VIC,2019,Other or unknown,84,425,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,"Car driver, passenger or unknown position",2370,8213,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Motorcyclist,1116,5846,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Pedal cyclist,753,2311,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Pedestrian,230,1942,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,"Heavy transport driver, passenger or unknown position",73,432,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Pick-up truck or van occupant,25,131,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Bus occupant,18,77,Road user,State/Territory
Jan-Jun,Traffic,QLD,2019,Other or unknown,58,210,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,"Car driver, passenger or unknown position",704,3434,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Motorcyclist,421,2335,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Pedal cyclist,370,1216,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Pedestrian,116,1053,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,"Heavy transport driver, passenger or unknown position",23,125,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Pick-up truck or van occupant,13,82,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Bus occupant,7,10,Road user,State/Territory
Jan-Jun,Traffic,WA,2019,Other or unknown,25,247,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,"Car driver, passenger or unknown position",477,2288,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Motorcyclist,300,1166,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Pedal cyclist,289,647,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Pedestrian,89,753,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,"Heavy transport driver, passenger or unknown position",27,54,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Pick-up truck or van occupant,9,143,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Bus occupant,7,16,Road user,State/Territory
Jan-Jun,Traffic,SA,2019,Other or unknown,23,155,Road user,State/Territory
Jan-Jun,Traffic,TAS,2019,"Car driver, passenger or unknown position",194,1137,Road user,State/Territory
Jan-Jun,Traffic,TAS,2019,Motorcyclist,75,678,Road user,State/Territory
Jan-Jun,Traffic,TAS,2019,Pedal cyclist,67,148,Road user,State/Territory
Jan-Jun,Traffic,TAS,2019,Pedestrian,33,264,Road user,State/Territory
Jan-Jun,Traffic,TAS,2019,"Heavy transport driver, passenger or unknown position",9,149,Road user,State/Territory
Jan-Jun,Traffic,ACT,2019,"Car driver, passenger or unknown position",159,640,Road user,State/Territory
Jan-Jun,Traffic,ACT,2019,Motorcyclist,65,440,Road user,State/Territory
Jan-Jun,Traffic,ACT,2019,Pedal cyclist,120,243,Road user,State/Territory
Jan-Jun,Traffic,ACT,2019,Pedestrian,14,39,Road user,State/Territory
Jan-Jun,Traffic,NT,2019,"Car driver, passenger or unknown position",172,699,Road user,State/Territory
Jan-Jun,Traffic,NT,2019,Motorcyclist,69,422,Road user,State/Territory
Jan-Jun,Traffic,NT,2019,Pedal cyclist,43,241,Road user,State/Territory
Jan-Jun,Traffic,NT,2019,Pedestrian,22,297,Road user,State/Territory
Jan-Jun,Traffic,NT,2019,Other or unknown,8,27,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,"Car driver, passenger or unknown position",2216,12463,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Motorcyclist,1300,8651,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Pedal cyclist,792,2574,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Pedestrian,419,5456,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,"Heavy transport driver, passenger or unknown position",59,152,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Pick-up truck or van occupant,29,92,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Bus occupant,48,187,Road user,State/Territory
Jul-Dec,Traffic,NSW,2019,Other or unknown,90,1354,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,"Car driver, passenger or unknown position",2948,14406,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Motorcyclist,890,6136,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Pedal cyclist,1010,3590,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Pedestrian,423,4967,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,"Heavy transport driver, passenger or unknown position",63,377,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Pick-up truck or van occupant,36,163,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Bus occupant,34,128,Road user,State/Territory
Jul-Dec,Traffic,VIC,2019,Other or unknown,85,573,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,"Car driver, passenger or unknown position",2459,9434,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Motorcyclist,1206,6762,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Pedal cyclist,778,1931,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Pedestrian,214,1776,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,"Heavy transport driver, passenger or unknown position",92,409,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Pick-up truck or van occupant,40,215,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Bus occupant,21,69,Road user,State/Territory
Jul-Dec,Traffic,QLD,2019,Other or unknown,62,431,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,"Car driver, passenger or unknown position",836,4141,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Motorcyclist,465,2834,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Pedal cyclist,365,1027,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Pedestrian,111,914,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,"Heavy transport driver, passenger or unknown position",17,215,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Pick-up truck or van occupant,15,37,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Bus occupant,9,64,Road user,State/Territory
Jul-Dec,Traffic,WA,2019,Other or unknown,37,88,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,"Car driver, passenger or unknown position",598,2774,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,Motorcyclist,262,1140,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,Pedal cyclist,237,916,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,Pedestrian,78,589,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,"Heavy transport driver, passenger or unknown position",17,28,Road user,State/Territory
Jul-Dec,Traffic,SA,2019,Bus occupant,7,20,Road user,State/Territory
Jul-Dec,Traffic,TAS,2019,"Car driver, passenger or unknown position",150,619,Road user,State/Territory
Jul-Dec,Traffic,TAS,2019,Motorcyclist,73,348,Road user,State/Territory
Jul-Dec,Traffic,TAS,2019,Pedal cyclist,54,104,Road user,State/Territory
Jul-Dec,Traffic,TAS,2019,Pedestrian,20,244,Road user,State/Territory
Jul-Dec,Traffic,TAS,2019,Other or unknown,11,105,Road user,State/Territory
Jul-Dec,Traffic,ACT,2019,"Car driver, passenger or unknown position",120,437,Road user,State/Territory
Jul-Dec,Traffic,ACT,2019,Motorcyclist,71,468,Road user,State/Territory
Jul-Dec,Traffic,ACT,2019,Pedal cyclist,98,421,Road user,State/Territory
Jul-Dec,Traffic,ACT,2019,Pedestrian,8,75,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,"Car driver, passenger or unknown position",175,1167,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,Motorcyclist,84,358,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,Pedal cyclist,41,179,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,Pedestrian,16,112,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,Pick-up truck or van occupant,7,56,Road user,State/Territory
Jul-Dec,Traffic,NT,2019,Other or unknown,9,187,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,"Car driver, passenger or unknown position",1705,10624,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Motorcyclist,1035,6681,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Pedal cyclist,963,3373,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Pedestrian,299,3643,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,"Heavy transport driver, passenger or unknown position",55,411,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Pick-up truck or van occupant,38,150,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Bus occupant,32,239,Road user,State/Territory
Jan-Jun,Traffic,NSW,2020,Other or unknown,64,785,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,"Car driver, passenger or unknown position",2488,13185,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Motorcyclist,852,5291,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Pedal cyclist,1226,3352,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Pedestrian,303,4165,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,"Heavy transport driver, passenger or unknown position",46,373,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Pick-up truck or van occupant,21,176,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Bus occupant,16,42,Road user,State/Territory
Jan-Jun,Traffic,VIC,2020,Other or unknown,78,430,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,"Car driver, passenger or unknown position",2006,7547,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Motorcyclist,1061,5015,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Pedal cyclist,847,2362,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Pedestrian,172,1326,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,"Heavy transport driver, passenger or unknown position",86,493,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Pick-up truck or van occupant,33,171,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Bus occupant,12,22,Road user,State/Territory
Jan-Jun,Traffic,QLD,2020,Other or unknown,70,532,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,"Car driver, passenger or unknown position",635,4152,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Motorcyclist,469,2864,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Pedal cyclist,451,1375,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Pedestrian,71,426,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,"Heavy transport driver, passenger or unknown position",18,128,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Pick-up truck or van occupant,21,92,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Bus occupant,7,21,Road user,State/Territory
Jan-Jun,Traffic,WA,2020,Other or unknown,32,83,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,"Car driver, passenger or unknown position",485,2855,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Motorcyclist,250,1418,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Pedal cyclist,304,1139,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Pedestrian,66,514,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,"Heavy transport driver, passenger or unknown position",14,19,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Pick-up truck or van occupant,16,66,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Bus occupant,16,48,Road user,State/Territory
Jan-Jun,Traffic,SA,2020,Other or unknown,20,37,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,"Car driver, passenger or unknown position",152,679,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,Motorcyclist,85,351,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,Pedal cyclist,57,118,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,Pedestrian,13,120,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,Pick-up truck or van occupant,7,15,Road user,State/Territory
Jan-Jun,Traffic,TAS,2020,Other or unknown,6,30,Road user,State/Territory
Jan-Jun,Traffic,ACT,2020,"Car driver, passenger or unknown position",106,803,Road user,State/Territory
Jan-Jun,Traffic,ACT,2020,Motorcyclist,68,334,Road user,State/Territory
Jan-Jun,Traffic,ACT,2020,Pedal cyclist,99,169,Road user,State/Territory
Jan-Jun,Traffic,ACT,2020,Pedestrian,5,30,Road user,State/Territory
Jan-Jun,Traffic,ACT,2020,Other or unknown,6,108,Road user,State/Territory
Jan-Jun,Traffic,NT,2020,"Car driver, passenger or unknown position",128,790,Road user,State/Territory
Jan-Jun,Traffic,NT,2020,Motorcyclist,91,294,Road user,State/Territory
Jan-Jun,Traffic,NT,2020,Pedal cyclist,58,128,Road user,State/Territory
Jan-Jun,Traffic,NT,2020,Pedestrian,25,230,Road user,State/Territory
Jan-Jun,Traffic,NT,2020,Other or unknown,13,22,Road user,State/Territory
Jul-Dec,Traffic,NSW,2020,"Car driver, passenger or unknown position",2219,13347,Road user,State/Territory
